Customer_ID,Age,Gender,Annual_Income,Loan_Amount,Credit_Score,Late_Payments,Loan_Term,Interest_Rate,Loan_Type,Default
e63088d2-ab0a-4a91-928d-bcd91ce6ca5d,19,Male,138764,18273,476,5,48,7.95,Personal,0
babdf1cf-7eb1-4758-bdfa-bac4e196b6ea,38,Male,34390,41670,748,6,36,24.77,Personal,0
c7a1adda-f1eb-496d-8d2b-d2b7023fe4b1,50,Female,124403,46647,840,6,36,22.85,Auto,0
dc64c827-b4b1-4c17-bd25-d8c1d5328e21,29,Male,107475,18129,600,7,48,9.66,Education,0
2d3cabbc-209c-4f09-b0d0-a97d20e7f114,39,Male,47307,43679,606,3,36,22.7,Mortgage,0
674b99f0-3b86-4c90-8ee2-c8ca83026a3a,61,Female,116364,1427,566,0,48,19.71,Personal,0
70e2bd48-bb6c-418b-b1ce-885f6ec9500b,42,Female,114049,32416,513,5,12,23.51,Personal,0
d046a898-6ddc-44a9-b8b1-70d5e3c9bfc8,66,Male,138740,1731,782,7,48,18.36,Auto,0
7442c8e4-91e9-483b-921b-56f2e6cad29b,44,Female,139991,1799,561,4,60,18.0,Auto,0
53a922b0-93d4-43a3-8e8f-1200bfb11e9d,59,Female,44502,29873,366,2,48,3.57,Personal,0
e8eaa3e5-d615-4b5c-9c3e-21dff010413f,45,Male,115599,8025,432,3,48,13.7,Education,0
dd9003e0-c361-4dc3-8c42-b2a7ddd264f7,33,Male,42486,15481,839,7,60,7.81,Education,0
44166e46-deb1-4a36-9626-c89a4729258f,32,Female,131813,26411,811,5,48,10.47,Auto,0
fd48a87d-30b5-4ee1-9739-4aa5edef0d9b,64,Male,58258,32358,510,4,24,24.54,Auto,0
25b53e47-389e-41ff-88e1-c880a6366d24,68,Male,77716,41392,552,8,36,5.34,Education,0
f3281bc2-51b8-4fef-9306-c96f97bd2f07,61,Female,117228,15961,337,9,36,19.03,Auto,0
5a1aba74-476e-4643-a17c-7ed49edeb0d2,72,Male,123920,22767,342,2,12,7.22,Auto,0
1b659aa6-a26e-4c8a-8972-d2ab8af5c9e1,69,Male,101494,42000,704,6,12,3.66,Education,0
139a6147-f922-4a09-b38e-6f678ca39f61,74,Male,120552,37135,345,8,60,14.28,Education,0
be0868f9-d022-4f8c-8d24-bb559f537ed3,20,Male,102768,22392,753,3,24,6.97,Mortgage,0
9e3461d2-72bd-483a-acab-0413f43212c0,54,Male,30748,14262,604,9,12,24.26,Auto,0
9807ba34-b91b-4d36-b8e1-58f0ddfd3e16,68,Female,82785,6229,532,9,36,7.88,Auto,0
9279a09f-100c-4977-a5b3-0a806eff83d8,24,Female,96050,24772,544,2,12,7.63,Mortgage,0
fa8b858a-42a7-412d-a5ef-3ff6b05c8750,38,Male,42738,19799,594,0,12,4.19,Auto,0
e808360c-1312-40ea-9ddf-4703dd805c79,26,Female,94231,47515,682,8,48,10.59,Auto,0
84efca8e-f9d9-4a94-8b24-f690f99d0509,56,Male,93606,24555,457,0,12,4.02,Personal,0
4c40e3d2-ba6e-4402-8e7f-d1dea003386b,35,Male,113301,27616,704,1,60,14.23,Personal,0
5dc599b3-ffa5-42de-ad63-e1fe4d45512c,21,Male,61662,20333,300,8,36,14.37,Personal,0
5b4378c2-88ff-4996-a98e-950dc23bdc6d,42,Male,138313,5261,516,4,60,4.64,Mortgage,0
81b89b28-7fee-4d15-a988-8305ef22b7d6,31,Male,116297,4466,806,3,60,8.66,Auto,0
f7abcdc7-8b41-4e27-9e26-7cd69fe9f148,67,Female,102234,47553,329,8,24,21.39,Mortgage,0
360c6a3b-b6d3-47b1-8882-8f08b00bd4dd,26,Female,35123,4088,819,8,48,13.44,Mortgage,0
9535f3e1-522e-4144-a1d4-0b6fcaeb9418,43,Male,120680,46783,574,1,60,12.84,Auto,0
c153dde2-887d-437c-b873-fb2a3033c76f,70,Female,45616,2115,791,2,24,18.52,Education,0
26819e03-3df8-4100-8bc1-2b4fa5b5c56d,19,Male,122682,5578,335,2,36,18.87,Education,0
3b27f12a-cdc7-4e96-bc9e-f3b51435e06c,37,Female,31182,3590,610,4,36,19.88,Auto,0
db811e76-aed6-4297-9c8b-bd6d1bc7750c,45,Male,110369,8372,343,2,24,21.36,Education,0
ddf77fc8-fbcb-4068-8170-c23102503d5f,64,Female,118878,4573,454,9,60,8.49,Personal,0
7079875f-df9b-475c-ad44-a4c1d011dc3f,24,Male,82013,3978,376,5,60,4.93,Auto,0
dd95f2eb-8d45-43e6-93c7-7cc152750d48,61,Male,51331,44407,737,1,48,11.68,Mortgage,0
f5b99138-e73c-42a3-ac55-3110b173e9d9,25,Female,66098,10422,731,5,48,21.88,Personal,0
cfc22bb7-afad-4d4f-94b1-fabc58def81a,64,Female,46128,44626,841,5,36,5.18,Mortgage,0
a2eac98a-cf6f-43d8-89d0-767d0b13e400,52,Male,51556,24697,338,1,48,15.88,Education,0
521423bd-a09d-4e7f-845b-1a74ded041cc,31,Female,147398,31820,538,5,24,18.57,Auto,0
126f1e55-722c-419c-a73d-74727bb1f340,34,Male,107505,38743,312,5,36,13.85,Personal,0
70cd9f9c-20d5-4892-9e7e-e8f46537776a,53,Female,41876,5925,421,5,60,8.99,Auto,0
18d1913e-42ef-45c6-ad8a-5ff8a67273f2,67,Female,28949,30430,443,4,36,10.52,Personal,1
917c6da1-2b08-4de8-867f-d9cc2d2c83c9,57,Male,71962,29834,754,6,12,5.04,Personal,0
664d7af8-30ed-40ab-916f-46763e7de368,21,Female,110054,25435,667,4,36,9.79,Personal,0
81efa944-2693-4716-92bc-47ad8260c553,19,Female,143984,22676,546,0,48,4.45,Auto,0
ce09d08f-5d92-4b61-94bd-4d52b69c8bd0,23,Male,91206,44554,344,8,24,19.12,Personal,0
5f1a421e-fa58-43c8-b248-d7ae159cd90f,71,Female,44099,20814,674,2,60,22.81,Personal,0
1b38ea08-8ebc-4add-b9bb-0fc055e5b70b,59,Male,124871,15716,590,1,60,17.12,Auto,0
1841765d-22e6-463d-80db-ffb7f892fb16,21,Male,32716,28528,506,9,48,17.62,Mortgage,1
f777ea89-98d7-48cc-af2b-14f18d4acccf,71,Male,72611,2995,818,5,48,13.65,Education,0
4674ca59-ccba-492b-8ff1-e5d6ae06ec4f,46,Male,58885,23414,541,7,48,6.85,Auto,0
27cea0d3-da6f-4c74-93bd-cc7500860b04,35,Male,73144,14844,413,1,12,3.67,Auto,0
d4db1ac4-29ab-4801-bbf6-f46f056e369d,43,Female,85220,37659,601,3,24,10.9,Personal,0
8390a441-492b-4581-ad44-8d49f83a770a,61,Male,27837,16522,575,1,12,19.66,Auto,0
ecca6ecf-1ecb-46fa-b1f8-3d420ce3ffa0,51,Male,69355,40913,395,8,48,24.15,Auto,0
8f251c43-b00e-41a5-8654-6280e762bb34,27,Female,67299,9498,593,9,24,12.77,Education,0
5332274c-374a-43ab-80c4-2fb2257ef8dc,53,Female,39159,43322,659,1,48,11.36,Auto,0
9c8e4124-ff04-42f0-a664-1b3886afb176,31,Female,145212,3102,587,9,24,13.09,Personal,0
2b582b0d-10cb-438a-a62d-11005d40fa27,48,Male,136680,36798,453,1,60,12.7,Education,0
f59da93c-0a37-4f20-9b2b-38d0cfc7a705,65,Male,136931,9524,722,4,12,16.96,Auto,0
8e5a6121-5bb2-40fe-9822-13b9b39f956b,32,Male,126802,31846,349,4,48,19.28,Personal,0
3a2b779e-545b-43ed-a6a0-b52611d98a60,25,Female,136375,9107,506,6,48,20.38,Education,0
65e53ed5-4712-452b-bd34-49a9f88a0189,31,Male,122413,19268,512,0,36,17.47,Auto,0
a4bad0dd-be63-434a-ac62-46b8092524f4,40,Female,71012,48703,365,1,60,12.91,Personal,0
48dbe5eb-8cd2-4743-ac8c-1648a38098ab,74,Male,79305,25399,531,5,48,23.93,Education,0
fc71a064-5070-42cc-92f3-a58efc4ec1ae,57,Female,107096,10624,619,1,12,18.79,Personal,0
41772395-236f-43c0-8799-0214ac2ae228,38,Male,37106,28126,436,3,60,12.67,Education,0
7808ce7a-5cc6-4f3f-b00e-1925418e971f,33,Male,78123,24131,364,9,48,13.1,Auto,0
8157a249-60b2-4b7b-9cb7-bec64666b2cd,62,Male,131825,49591,813,5,12,21.09,Mortgage,0
321ca452-498a-4cbf-9a16-201973defcec,35,Female,28720,21714,431,6,36,12.97,Education,1
ebdea198-a397-40dc-b732-f27d9b5e8f7a,64,Female,57661,41631,633,9,36,14.6,Auto,0
084077e2-7485-46b2-966e-bf092bc8db94,70,Male,135031,36877,331,4,12,9.77,Education,0
1883e327-4dfd-462a-a257-7680cfe76ff2,41,Male,113898,19570,797,7,60,21.54,Mortgage,0
5fa27737-097b-417a-b6de-e7b67af11d34,43,Male,113794,13482,542,5,12,14.73,Personal,0
d3e3172f-ea3e-4a7c-826b-2c92f6032f33,42,Female,107318,35318,491,4,12,15.38,Mortgage,0
b6a73a5f-a743-4edf-8952-babe8a0cfa19,62,Male,126704,34414,441,3,36,22.43,Mortgage,0
4de20c44-9830-43fc-bd33-51e91b520371,58,Male,41120,22040,490,5,36,23.29,Personal,0
8e2d5c44-3709-453c-b9c0-f8ae3630824f,46,Male,39790,14407,448,5,36,21.22,Mortgage,1
71454773-85e7-4f0b-962e-bd86f3b9a2d6,32,Male,78655,46468,715,5,48,4.91,Auto,0
cd8518a2-d981-4b6d-83ed-8d69b88655a4,62,Female,79643,34305,819,0,48,13.04,Education,0
808232b8-d53c-4c62-81f4-4afe3a2a12f4,18,Female,113448,15166,315,5,24,10.88,Mortgage,0
1ea4a307-3975-463c-931e-9c04c6975f0f,42,Male,67374,7572,405,0,48,8.09,Education,0
212cd140-a827-49ae-98a0-43e1e59525a3,24,Male,62907,34002,582,4,60,23.04,Education,0
5d5bdd9f-8700-4852-bba5-9517daf58e91,26,Female,70071,27972,403,6,60,22.64,Personal,0
890a3776-4b5e-4a3e-9045-ca1debb82e66,41,Female,140507,47835,660,0,36,13.5,Mortgage,0
922998ba-ddcc-47fd-a0b1-7dcba9594ecb,18,Male,54812,43464,334,0,12,6.39,Personal,0
6254625f-3729-4d03-8ca1-942769b802cb,61,Female,69570,47918,412,5,36,3.79,Personal,0
3f4bb8ae-2ed5-4e12-809d-332dca30939d,25,Female,70901,23923,607,6,12,12.93,Education,0
f0bac5a8-2174-4b3a-940a-f4cc4ac36640,41,Male,80186,2909,352,5,36,4.36,Auto,0
ff303165-061d-41d4-9216-bc45acb20671,28,Female,142066,45918,380,4,36,16.61,Education,0
e7f58751-0dd5-4764-b110-a2c51720b07e,68,Female,148364,33848,668,5,60,16.58,Personal,0
5ce10016-0c4d-4b1b-9266-d6e2aa14a163,34,Male,70251,3083,541,2,12,22.83,Mortgage,0
9bac1eb1-d44f-4301-bec3-944700f82eb7,25,Male,85171,47146,330,8,24,7.59,Auto,0
35a3f7de-e53d-41f4-8b9b-cacb6fc92dd4,52,Female,56160,48985,660,4,24,11.48,Auto,0
d697259b-c91d-43d4-a54c-1a82af4eb84a,52,Male,39156,18140,532,1,36,21.98,Mortgage,0
cfa9d4f4-0f97-4bc6-8084-eba645b09a18,50,Female,96208,3670,333,9,36,13.7,Mortgage,0
1bd7106a-38c0-40da-9333-b970deaeacc2,22,Male,99980,37519,542,9,60,4.78,Auto,0
2d50f9eb-8d0f-4544-bb66-dab80c6498a6,59,Female,92320,45512,358,6,12,5.88,Personal,0
254ea759-2277-4ff2-854d-828cfe48de5d,56,Male,37929,39029,828,2,36,20.99,Auto,0
1ca6b932-8a08-4bf2-bfd9-ca10034738d8,58,Female,86606,15691,377,0,24,19.49,Auto,0
c3901535-b7c3-4332-aa65-4a8ed230c893,45,Female,108442,40620,601,2,12,22.33,Auto,0
f31cc14b-df75-4765-9d30-65141cf58629,24,Female,120154,35262,411,8,36,6.06,Personal,0
3c81793c-1c68-4356-a14c-5cc638773f93,26,Male,82559,26595,712,4,12,19.85,Mortgage,0
60751f00-b097-4118-a1df-79740a23aff2,25,Male,74205,34440,616,6,60,17.58,Mortgage,0
15ea33d8-c481-4ebf-b764-939b20869089,29,Female,130694,9630,444,2,24,8.49,Mortgage,0
f322f9a2-b95c-4fb5-89de-241e900064af,51,Female,88475,32250,317,3,12,24.44,Personal,0
82ec6f5c-5c91-488b-b46e-af9e66f364ed,50,Male,84341,29798,650,0,24,15.76,Personal,0
19297d14-3237-4a58-b26c-6a577302c604,65,Male,115377,44036,454,2,36,23.0,Mortgage,0
e19ed417-70ac-4733-b6e1-909777a5b886,72,Male,62863,34212,805,6,48,21.97,Education,0
5f7fb2d3-b237-450e-ae6f-a3bdf4654f93,40,Male,101837,42925,659,3,12,10.66,Education,0
5fdd0ef7-1cc5-4278-9f9a-da34fe268b38,41,Male,85439,12982,631,1,24,15.02,Mortgage,0
a300db9c-d12c-4b8b-ad31-7cac4441ba4d,54,Male,27194,9655,827,4,12,12.77,Education,0
b26ea430-ff8f-43c5-b1b6-09f192924747,52,Female,91387,19582,311,4,36,18.75,Education,0
9872af4f-531a-4810-9103-fd972cf7f7c8,61,Male,141361,36055,374,1,36,16.14,Mortgage,0
2fcc5725-3a1b-4e11-96fe-55f15df3fb4b,57,Female,101914,45725,511,5,24,20.37,Mortgage,0
1b518886-68dc-4a5e-a432-efaab5e1401f,39,Male,86214,5008,582,9,60,3.75,Personal,0
4f1e3f5f-f0bc-40a9-847a-ac90ceeb8980,44,Male,116176,45464,494,3,12,18.29,Education,0
2211fc3d-8f2f-4b45-93aa-2599183dc7ba,52,Female,119292,42872,329,0,12,10.36,Education,0
1296223c-c025-499f-aaca-800e6390ebea,18,Female,49777,1496,308,2,36,8.32,Mortgage,0
dfb479a7-aad3-4d4c-ac35-0bce9d194bd6,52,Male,145355,35231,608,8,12,20.73,Auto,0
df22611b-dcc7-4ead-ae5a-92834790f7ae,54,Female,46183,24212,744,9,24,5.42,Mortgage,0
b3555fba-77bf-4428-b879-cab567124fbd,64,Female,47445,21637,609,6,48,8.41,Personal,0
6c088362-f34f-4cf9-88f6-50840dcca342,31,Female,87038,46227,725,5,36,7.88,Auto,0
aa2d3210-c386-4d61-a635-f57fc73ef72b,20,Female,136477,17877,390,0,48,12.53,Auto,0
932403d1-d3f2-41fc-9681-9c3307a83b4f,18,Male,107201,18810,755,8,12,10.43,Auto,0
200b62d4-1aeb-4208-9cb9-f04f37529cbd,22,Female,36198,10884,743,8,60,18.99,Personal,0
e217036f-c42a-44e2-8dfa-6fe93e02fef3,43,Male,41411,3723,378,0,24,18.54,Education,0
c2fe759d-939b-491a-b60e-25c6221af668,72,Male,70577,5761,774,5,12,10.5,Mortgage,0
0f3bb2e5-0ef8-4721-9e54-5a94b9c151a2,31,Male,35867,8630,402,6,24,12.9,Personal,1
3fbcc35e-d0fb-4387-b6ef-b6ba8a8b9db5,56,Male,82501,17375,755,1,12,7.97,Personal,0
93918eaa-afff-4306-9b3d-033dd3e04be4,44,Female,34266,42509,613,9,12,17.92,Auto,0
017b8a54-bc42-4a38-8880-a28c4efc4b34,26,Female,59422,26218,546,7,12,12.02,Auto,0
4ba13fd4-e6b0-4837-af6b-32cea9d09614,32,Male,55208,31565,533,7,36,6.36,Personal,0
51feb0ac-bc1e-4fdf-a5b0-5e28c874284c,32,Male,128538,38118,534,5,48,6.24,Education,0
ec3d98af-79bf-4eff-b50c-51771b2fee18,43,Male,141544,33975,686,8,60,10.43,Auto,0
4ac34795-74c5-47d4-96fb-38a39ec68024,59,Male,51213,28073,337,2,48,19.57,Personal,0
78510f07-1ea1-4d33-be34-ce99fdab9636,30,Female,27367,5190,460,1,48,4.05,Auto,0
7006fe95-24e9-481f-b677-d2a93bfe370b,68,Male,144158,2883,761,1,24,9.04,Mortgage,0
8388b8ec-0eae-4a2c-b8e2-f9ca828ded60,49,Female,99026,3886,748,5,36,6.99,Mortgage,0
de7d0075-a75e-40fc-a46c-db25ea14b677,56,Male,55362,9953,416,6,36,24.06,Mortgage,0
bed32f84-b7ca-464f-bff5-3c8e41511cd9,66,Male,139377,9381,540,5,12,18.66,Auto,0
b4e5084b-1923-4f22-a41e-5e81afa13815,69,Male,71588,24238,325,2,48,8.51,Auto,0
e59c15ec-2b7f-4269-8e80-a37a9f63787f,49,Male,58285,14795,597,4,60,7.96,Education,0
c1d9e69d-fb9e-499b-b0f7-fdb6a776e657,21,Female,146683,31428,453,7,24,21.95,Mortgage,0
b8622897-157c-4e24-96c2-7ceceffa6df2,47,Female,145085,10638,767,5,36,7.59,Education,0
da33ecfc-00a9-44a7-b0a0-e878dcdbd494,54,Female,94755,5931,348,1,12,24.94,Personal,0
cffd96a6-9c5c-47a5-92cb-700552343e9f,40,Male,91846,43623,345,6,60,9.57,Personal,0
3bb33e8c-a252-454a-a3fc-aa2b9ce4058c,56,Male,56307,39492,584,7,48,5.31,Mortgage,0
bf5246a7-34ba-44bf-a38a-fbcd3d04768f,62,Female,115167,27411,381,3,60,18.36,Education,0
7962cff2-2bc8-4359-b2ef-ce59f7bf7b5a,32,Female,100280,46188,343,0,36,16.61,Auto,0
0f8eafc8-528a-4f15-aaa4-2a4a03e8aae5,60,Male,39867,21534,572,1,24,25.0,Education,0
1e271f33-80ea-4d2b-aadb-da85d3fb02db,46,Male,76523,37828,693,3,48,20.74,Personal,0
c14c54a5-565a-4071-a3d8-11afbbadd331,53,Female,104161,30181,357,6,24,12.72,Education,0
4246afd8-c1f6-4132-aef0-5a1d3c3b070c,30,Male,26378,38533,300,1,60,18.05,Personal,0
3d07ae11-2815-4aa5-9284-b3b25b639434,49,Male,104685,20996,515,5,60,21.08,Personal,0
4a28337e-2094-4a96-9678-e8e628159b3e,24,Female,127669,7553,616,1,12,14.55,Education,0
576a0059-c574-429e-b4f8-3c7fd95eea88,68,Male,96958,41146,527,6,48,9.37,Auto,0
e0eae37a-f1da-4056-9a5b-4bfc5cbcc967,39,Female,47926,19073,772,1,60,8.02,Personal,0
dd27ce5a-9cb5-44a5-b07b-23805bc11add,45,Male,123215,8130,783,2,36,9.85,Education,0
09789e95-fc2d-4eed-b531-3a29d2dccc18,19,Female,118707,30405,586,8,36,21.73,Personal,0
e6c0f345-0ee5-4b09-a6b7-6ff2b770b4ce,59,Male,33180,36954,810,3,24,11.68,Mortgage,0
b686d146-4b58-4d5b-960a-4c7830584875,62,Female,112837,6789,757,4,36,9.66,Auto,0
3be90d80-7944-4530-9225-ba6f7da5d152,74,Female,138070,29930,394,8,60,20.83,Mortgage,0
06457825-922d-440d-9f8f-d2012f9b932a,70,Female,56931,49890,792,6,36,4.19,Personal,0
e20eb7f8-54f4-4c34-96f3-5e46c5b2b8d5,23,Female,44014,18529,449,7,48,16.27,Auto,0
6681d65e-1b04-49a4-8765-b12d7a00a7ba,45,Male,134775,8942,322,2,24,22.28,Education,0
8af0a4ff-49eb-44f2-9d56-261f4827b578,45,Male,116472,8548,514,3,48,12.32,Education,0
660c1270-a50e-4aba-93e6-f67ce9cb296c,61,Female,99872,19296,698,6,60,9.29,Auto,0
9679a819-8b5a-473c-9987-dfe941c2f762,61,Male,78502,33244,709,3,60,14.07,Mortgage,0
3a02ea7f-5313-46ff-af01-f8cfb5479d46,37,Male,107736,1296,430,1,36,18.93,Mortgage,0
d751bf05-46a5-42ce-80b0-2038e4217c98,47,Male,25470,3409,447,9,12,14.61,Auto,1
589a52fc-400c-4f73-8050-2f894c35b09f,28,Male,116395,35229,680,5,12,3.66,Education,0
ddf8adfe-95ed-4873-98f5-83ec496a4798,72,Male,34953,31846,408,8,60,5.18,Auto,1
48f722a2-501a-4ade-b032-be797585b550,45,Female,124580,36036,420,1,60,19.01,Mortgage,0
7356be17-cb61-46bc-ad5a-e7537b6360e4,42,Female,58507,40322,594,0,24,12.1,Personal,0
bc0352ee-9e4e-43c4-8665-93983f2fc504,56,Female,138961,28167,419,7,60,20.37,Education,0
24d68ac3-e35c-4e07-887f-1716651cbaa1,50,Female,112969,29991,755,0,60,17.46,Auto,0
8db5e96a-af42-45e2-9e46-4701acc55b44,18,Male,111493,18801,829,0,24,16.0,Personal,0
579c8e2e-af7a-4a19-a432-0b90879cfcd6,74,Male,26523,8358,468,2,48,22.88,Mortgage,0
0cdf5315-8a77-4974-9292-591a094d9394,44,Female,106923,23588,442,4,48,3.96,Education,0
5c18ea7a-f50d-4cb2-a8b8-bf595f82e661,74,Male,77190,18671,336,8,24,6.83,Auto,0
d717984a-8dc7-4076-8505-97fa8e55fa69,69,Male,67761,18502,560,9,24,16.92,Mortgage,0
93a72e4b-abb6-4aae-a6ae-8c1204c51d8d,30,Female,51169,26128,530,1,48,4.92,Auto,0
85e142e7-5613-4971-8fc4-c53e11c3c8a3,58,Male,65641,32645,553,0,48,17.37,Auto,0
cdb66ff6-e507-4271-b0cd-31bef65d4780,20,Female,42990,8637,628,0,48,24.66,Education,0
8d26c3e7-2c33-4936-8c63-353837db89e8,56,Female,49661,1660,596,7,48,22.39,Mortgage,0
d2217a63-7c6a-41d3-8acb-0238c06ef9d3,23,Male,33419,42675,309,9,36,16.2,Mortgage,1
6dbe0dc1-e52e-42ce-8e56-277d518bed77,25,Male,34457,7922,745,9,24,22.72,Personal,0
99be42d2-3b37-4ddd-add6-30d94311d81e,44,Female,87600,29161,529,9,12,6.0,Mortgage,0
8969e1a1-f438-489b-b606-ed8e0340d745,26,Female,123619,45721,835,1,36,13.28,Mortgage,0
09989c7e-e1e2-4aa5-814e-b859eac5eded,54,Male,96102,4970,377,8,12,12.72,Education,0
c59d1ded-6919-4f04-8985-7b0ecbaa37d5,50,Female,53085,4407,724,8,12,10.73,Personal,0
4234aefa-4c6e-4e94-8895-17dbdfa5993c,68,Female,117064,28843,492,1,60,3.5,Education,0
ed1df0c6-b90f-4681-b8f6-7c67dfd4f4a5,59,Female,70654,10046,700,2,24,22.66,Mortgage,0
115e5642-3700-48c8-a2b3-76a5c3902ae1,61,Male,26130,24800,408,1,36,20.22,Personal,0
024c12b2-f9d3-4fd4-9fc7-bd3d38d4cf10,41,Female,125723,15547,562,5,24,17.54,Education,0
9ab31e96-f8c5-4485-82e2-4549f826160b,32,Male,22042,38528,628,6,48,6.27,Personal,0
af6d5ce7-fb44-40ad-b438-394db643dd67,71,Female,90134,32389,662,5,24,11.63,Mortgage,0
120ab09e-f9a3-472c-a3ef-d28457586ff0,49,Male,62982,31346,677,2,12,23.37,Personal,0
6d812386-76fa-4840-95b0-9adb06be3923,49,Female,118422,23748,640,2,48,16.76,Personal,0
cd5edee9-084e-48ee-b509-11e7e8f9a2b4,41,Male,85185,47233,558,1,24,16.47,Personal,0
b3b86c31-5ed0-44b4-bc0e-ab3aa593c146,58,Male,53477,37855,634,1,24,23.13,Mortgage,0
d735072f-a08d-49f6-8fea-2c58abbbd620,69,Male,134161,26848,384,4,12,15.54,Mortgage,0
945929ba-0522-43f2-83fb-bd3c8d786bf7,66,Female,72709,8607,821,7,48,16.35,Personal,0
87366a8d-b092-4522-8325-f61c120319d4,66,Female,48716,37787,607,5,12,10.93,Education,0
36ea8c21-13cb-4662-ad4f-09fed4c13542,69,Female,98137,34583,561,8,24,11.49,Education,0
2130ce81-9ecc-4fb2-8206-9d6822f0cc82,29,Male,56018,13563,751,4,36,18.24,Mortgage,0
70b5406b-64cb-4989-a466-e6194434c923,56,Female,28061,47060,550,9,36,10.39,Auto,1
4ebc5ebe-ad23-4dc2-ab58-1b7bb771696f,19,Male,28609,49926,623,3,60,15.52,Education,0
d85b3111-528d-4b47-9b3f-780d1dc18c6c,20,Female,55371,34690,528,8,36,9.5,Personal,0
a743d34a-3309-417c-8b84-16439796cc93,66,Male,130350,46697,596,9,48,7.07,Auto,0
7de5630a-05e7-4f6c-8ce9-8cc932abef73,54,Male,103021,30176,536,4,60,13.27,Mortgage,0
448410d0-e79e-449a-9710-494294788767,66,Male,40805,15925,516,0,48,8.18,Education,0
a9e42a03-3c73-4d15-84d8-802d5475e005,73,Female,27857,22251,545,4,36,22.82,Auto,1
73b7e7ba-eabd-408b-8813-19f8ccb00f8a,34,Female,31620,18648,747,4,36,10.03,Mortgage,0
728859cb-930a-4675-88a2-cb7f63bf61b5,66,Female,28177,21108,618,4,24,16.34,Mortgage,0
eefb6027-223f-4d96-9d10-292b4384711c,19,Male,50111,11979,731,1,48,9.16,Personal,0
8c60e527-bedd-4981-8b8b-98a667b42075,19,Male,140770,3722,703,5,12,9.05,Education,0
251a5963-ae45-4da0-bf18-6bfcf926a888,45,Female,108578,6355,336,4,24,11.04,Auto,0
43b4358d-36f5-4bb7-8f24-2f08c5290435,71,Female,104181,47069,641,1,48,23.19,Personal,0
660ae225-6b2a-4899-9aa1-41d5ea9b9931,40,Female,109941,29799,688,9,60,11.92,Education,0
637858bc-6210-4443-a6e8-67dbd1f126d6,54,Male,147049,36318,333,7,48,21.16,Auto,0
c645885e-a482-4f3a-85d2-6a154c428bd4,49,Male,31826,33705,338,5,60,7.74,Mortgage,1
